0.009999999999999998,0.005833333333333331,0.0008333333333333333,0,0,0,0,0.005833333333333332,0.003402777777777777,0.0004861111111111112,0,0,0,0,0.0008333333333333331,0.0004861111111111113,6.944444444444447e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005833333333333331,0.01666666666666666,0.009999999999999997,0.0008333333333333333,0,0,0,0.003402777777777777,0.009722222222222226,0.005833333333333331,0.0004861111111111113,0,0,0,0.0004861111111111113,0.00138888888888889,0.0008333333333333338,6.944444444444447e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0008333333333333333,0.009999999999999997,0.01666666666666667,0.005833333333333331,0,0,0,0.0004861111111111112,0.005833333333333331,0.009722222222222221,0.003402777777777778,0,0,0,6.944444444444447e-05,0.0008333333333333338,0.001388888888888889,0.0004861111111111113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0008333333333333333,0.005833333333333331,0.01999999999999998,0.00583333333333333,0.0008333333333333333,0,0,0.0004861111111111112,0.003402777777777778,0.01166666666666666,0.003402777777777778,0.0004861111111111112,0,0,6.944444444444447e-05,0.0004861111111111113,0.001666666666666666,0.0004861111111111112,6.944444444444447e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.00583333333333333,0.01666666666666666,0.009999999999999998,0.0008333333333333336,0,0,0,0.003402777777777778,0.009722222222222229,0.005833333333333334,0.0004861111111111114,0,0,0,0.0004861111111111112,0.00138888888888889,0.0008333333333333337,6.94444444444445e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0008333333333333333,0.009999999999999998,0.01666666666666667,0.005833333333333334,0,0,0,0.0004861111111111112,0.005833333333333334,0.009722222222222221,0.003402777777777779,0,0,0,6.944444444444447e-05,0.0008333333333333337,0.001388888888888889,0.0004861111111111113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0008333333333333336,0.005833333333333334,0.00999999999999999,0,0,0,0,0.0004861111111111114,0.003402777777777779,0.005833333333333329,0,0,0,0,6.94444444444445e-05,0.0004861111111111113,0.0008333333333333328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00583333333333333,0.003402777777777777,0.0004861111111111112,0,0,0,0,0.01666666666666666,0.009722222222222226,0.00138888888888889,0,0,0,0,0.009999999999999998,0.005833333333333331,0.0008333333333333337,0,0,0,0,0.0008333333333333333,0.0004861111111111113,6.944444444444447e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003402777777777777,0.009722222222222226,0.005833333333333331,0.0004861111111111113,0,0,0,0.009722222222222224,0.02777777777777777,0.01666666666666666,0.00138888888888889,0,0,0,0.005833333333333331,0.01666666666666667,0.01,0.0008333333333333337,0,0,0,0.0004861111111111113,0.00138888888888889,0.0008333333333333338,6.944444444444447e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0004861111111111112,0.005833333333333331,0.009722222222222219,0.003402777777777778,0,0,0,0.00138888888888889,0.01666666666666666,0.02777777777777778,0.009722222222222226,0,0,0,0.0008333333333333337,0.01,0.01666666666666667,0.005833333333333332,0,0,0,6.944444444444447e-05,0.0008333333333333338,0.001388888888888889,0.0004861111111111113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
