0.01777777777777776,0.01037037037037037,0.001481481481481481,0,0,0,0.01037037037037037,0.006049382716049382,0.0008641975308641977,0,0,0,0.001481481481481481,0.0008641975308641976,0.0001234567901234568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01037037037037037,0.02962962962962962,0.01777777777777777,0.001481481481481481,0,0,0.006049382716049382,0.01728395061728395,0.01037037037037037,0.0008641975308641977,0,0,0.0008641975308641975,0.002469135802469136,0.001481481481481481,0.0001234567901234568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001481481481481481,0.01777777777777777,0.02962962962962961,0.01037037037037037,0,0,0.0008641975308641978,0.01037037037037037,0.01728395061728395,0.006049382716049384,0,0,0.0001234567901234568,0.001481481481481481,0.002469135802469135,0.0008641975308641979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.001481481481481481,0.01037037037037037,0.03555555555555556,0.008888888888888884,0.002962962962962962,0,0.0008641975308641977,0.006049382716049384,0.02074074074074075,0.005185185185185182,0.001728395061728395,0,0.0001234567901234568,0.0008641975308641979,0.002962962962962963,0.0007407407407407402,0.0002469135802469135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.008888888888888884,0.01185185185185185,0.008888888888888884,0,0,0,0.005185185185185182,0.00691358024691358,0.005185185185185183,0,0,0,0.0007407407407407402,0.0009876543209876541,0.0007407407407407406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.002962962962962962,0.008888888888888885,0.01777777777777777,0,0,0,0.001728395061728395,0.005185185185185183,0.01037037037037037,0,0,0,0.0002469135802469135,0.0007407407407407406,0.001481481481481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01037037037037037,0.006049382716049383,0.0008641975308641978,0,0,0,0.02962962962962962,0.01728395061728395,0.002469135802469136,0,0,0,0.01777777777777777,0.01037037037037037,0.001481481481481481,0,0,0,0.001481481481481481,0.0008641975308641975,0.0001234567901234568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006049382716049382,0.01728395061728395,0.01037037037037037,0.0008641975308641978,0,0,0.01728395061728395,0.04938271604938276,0.02962962962962962,0.002469135802469136,0,0,0.01037037037037037,0.02962962962962962,0.01777777777777777,0.001481481481481481,0,0,0.0008641975308641975,0.002469135802469135,0.001481481481481481,0.0001234567901234568,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0008641975308641978,0.01037037037037037,0.01728395061728395,0.006049382716049384,0,0,0.002469135802469136,0.02962962962962962,0.04938271604938273,0.01728395061728395,0,0,0.001481481481481481,0.01777777777777777,0.02962962962962961,0.01037037037037037,0,0,0.0001234567901234568,0.001481481481481481,0.002469135802469135,0.0008641975308641979,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0008641975308641978,0.006049382716049384,0.02074074074074075,0.005185185185185182,0.001728395061728395,0,0.002469135802469135,0.01728395061728395,0.05925925925925925,0.01481481481481481,0.004938271604938269,0,0.001481481481481481,0.01037037037037037,0.03555555555555556,0.008888888888888882,0.002962962962962962,0,0.0001234567901234568,0.0008641975308641979,0.002962962962962963,0.0007407407407407402,0.0002469135802469135,0,0,0,0,0,0,0,0,0,0,0,0
